CTISMILES	_internalID_
CCC(=O)N1CCN(CC1)C(=O)c2cc(ccc2F)Cc3c4ccccc4c(nn3)O	CHEMBL494505
COc1cc(ccc1Cn2c3cc(ccc3cn2)NC(=O)CC4CCCC4)C(=O)NS(=O)(=O)c5ccccc5	CHEMBL81624
CCOC(=O)Cc1csc(n1)NS(=O)(=O)c2ccc(cc2)Cl	CHEMBL1454596
c1cc(nn2c1nnc2C(F)(F)F)N3CCCC3	CHEMBL1888044
c1ccc2c(c1)c(c(c(=O)o2)Cc3c(c4ccccc4oc3=O)O)O	CHEMBL1466
Cn1cnc(c1c2cc3c(ncnc3s2)N)c4ccccc4	CHEMBL1079428
CC(C)N=c1cc-2n(c3ccccc3nc2cc1Nc4ccc(cc4)Cl)c5ccc(cc5)Cl	CHEMBL1369407
CC1(Oc2ncnc(c2N=C1c3ccc(cc3)[C@H]4CC[C@@H](CC4)CC(=O)O)N)C	CHEMBL473967
CC(C)COc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4c3oc(cc4=O)N5CCOCC5	CHEMBL1669160
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(ccc3[nH]2)F	CHEMBL327504
c1ccc(cc1)c2ccnc(n2)N	CHEMBL1834385
CN(C)CC(COc1ccc(cc1)Nc2nccc(n2)N(CC#N)c3cc(ccc3Cl)Cl)O	CHEMBL430507
c1ccc(cc1)c2cn3cccnc3n2	CHEMBL1386855
Cc1ccc(cc1Nc2c3cc(c(cc3ncn2)OC)OCCN4CCCCC4)NC(=O)c5ccnc(c5)N6CCOCC6	CHEMBL188167
CC(=O)Nc1ccc(cc1)Br	CHEMBL59019
Cc1ccc(cc1n2c(nc3ccc(cc3c2=O)N4CCN(CC4)C)C)NC(=O)c5ccnc(c5)N6CCOCC6	CHEMBL2031220
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)C(=O)NC4CCN(CC4)C	CHEMBL455468
COc1c(ncc(n1)Br)NS(=O)(=O)c2ccc(s2)Cl	CHEMBL2011441
c1cc(sc1)C(C(=O)c2cccs2)O	CHEMBL190660
Cc1c(cccc1Cl)S(=O)(=O)Nc2nc(cs2)CC(=O)N3CCN(CC3)C	CHEMBL463978
CS(=O)(=O)c1ccc(cc1Cl)[C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc3cnccn3	CHEMBL1783734
c1cc(ccc1C(=O)C2CCN(CC2)C(=O)N3CCOCC3)F	CHEMBL1338338
c1cscc1c2csc3c2c(ncn3)O	CHEMBL1527751
c1ccc(cc1)n2c(c3c(n2)cc(nc3O)O)N	CHEMBL1899721
CC(=O)Nc1nc(ns1)c2ccccc2	CHEMBL1362574
CNC(=O)c1ccc(cc1)CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N	CHEMBL264961
Cc1ccc(cc1S(=O)(=O)N)Nc2nccc(n2)N(C)c3ccc4c(n(nc4c3)C)C	CHEMBL477772
COc1ccc(cc1)CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(cc5)F	CHEMBL296419
CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]	CHEMBL806
Cc1ccc(cc1n2cnc3ccc(cc3c2=O)N4CCN(CC4)C)C(=O)Nc5nccs5	CHEMBL2031241
CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3cc(ccc3[nH]2)Br	CHEMBL318910
c1ccc2c(c1)CC(C(=O)N2CCO)NC(=O)c3cc4c([nH]3)c(c(s4)Cl)Cl	CHEMBL395733
CC(=O)Nc1ccc(cc1)CNc2c3c(cccc3Oc4ccc(cc4)S(=O)(=O)C)n[nH]2	CHEMBL185658
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(c(c3)F)C(=O)NC	CHEMBL455428
c1cc(ccc1C[C@@H](C(=O)O)N2CCC(CC2)CN3CCC(CC3)Oc4ccc(c(c4)Cl)Cl)F	CHEMBL2158841
CCN(C1CCN(CC1)CCC(c2ccccc2)c3ccc(cc3)NC(=O)C)C(=O)Cc4ccc(cc4)S(=O)(=O)C	CHEMBL198497
c1c(ccc(c1)N2C(=O)c3c(ncnc3N)OCC2)[C@H]4CC[C@@H](CC4)CC(=O)O	CHEMBL1835919
CC1CCc2cc(cc3c2n1cc(c3=O)C(=O)O)F	CHEMBL370252
c1ccn2c(c1)nn(c2=O)CCCN3CCN(CC3)c4cccc(c4)Cl	CHEMBL621
CCN(C1CCN(CC1)CCC(c2ccc(cc2)NC(=O)C)c3cccc(c3)F)C(=O)Cc4ccc(cc4)S(=O)(=O)C	CHEMBL370826
c1ccc(cc1)NS(=O)(=O)c2cccc(c2)N	CHEMBL1447534
c1ccc(cc1)CNC(=O)c2ccc(=O)oc2	CHEMBL1708188
c1cc(cc(c1)N2CCC(CC2)CN3CCC(CC3)Oc4ccc(c(c4)Cl)Cl)C(=O)O	CHEMBL2158823
Cn1cc(c2c1ccc(c2)NC(=O)CC3CCCC3)Cc4ccc(cc4OC)C(=O)O	CHEMBL301928
CC[C@@H]1COCCN1c2cc(nc(n2)c3cccc4c3cc[nH]4)C5(CC5)S(=O)(=O)C	CHEMBL2325698
CN(c1cccc2c1cn[nH]2)c3ccnc(n3)Nc4cc(nc(n4)N5CCOCC5)N6CCOCC6	CHEMBL1270378
C[C@@H](C(=O)N(C)CCO)Oc1cccc2c1c(ncn2)Nc3ccc(c(c3)Cl)OCc4ccccn4	CHEMBL256060
c1ccn2c(c1)ncc2c3ccnc(n3)Nc4ccc(cc4)S(=O)(=O)N	CHEMBL73303
c1ccc(cc1)NC(=O)c2ccc3cccc(c3n2)O	CHEMBL1945883
CS(=O)(=O)c1cccc(c1)Nc2nccc(n2)Nc3cccc4c3cn[nH]4	CHEMBL1236772
Cc1ccc(cc1)c2c3c(ncnc3n(n2)C(C)C)N	CHEMBL1785015
CN1CCN(CC1)c2c(cc3ccccc3n2)Cn4c5c(c(n4)c6ccc7c(c6)sc(n7)N)c(ncn5)N	CHEMBL1213118
CC1CN(CCN1S(=O)(=O)c2ccc(cc2)C(C)(C(F)(F)F)O)CC3(CC3)C(=O)N	CHEMBL465955
C[C@H](C(=O)N1CCOCC1)Oc2cccc3c2c(ncn3)Nc4ccc5c(c4)cnn5Cc6cscn6	CHEMBL404327
c1ccc2c(c1)c(=O)c3ccccc3o2	CHEMBL186784
Cc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(cc3)F	CHEMBL1164556
COc1cccc(c1)NC(=O)Cn2cc(cn2)Nc3c4cc(c(cc4ncn3)OC)OC	CHEMBL1940104
Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)CCN6CCC(CC6)N7CCOCC7)C	CHEMBL251578
C[C@H](C(=O)N(C)C)Oc1cccc2c1c(ncn2)Nc3ccc4c(c3)cnn4Cc5nccs5	CHEMBL257197
COc1ccc(cc1)c2cc(c(s2)C(=O)N)N	CHEMBL443571
Cc1c(cnn1C)NC(=O)Cc2ccc(cc2OC)Oc3ccnc4c3ccc(c4)OC	CHEMBL2023491
CCc1cc(n[nH]1)NC(=O)Cc2ccc(cc2OC)Oc3ccnc4c3cc(c(c4)OC)OC	CHEMBL2023485
CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(cn2)OCc3ccncc3OC	CHEMBL2086678
CC(C)C[C@H]([C@H](CSc1ccccc1)C(=O)NO)C(=O)N[C@@H](Cc2ccccc2)C(=O)NC	CHEMBL114427
c1cc2c(cc1F)c3c([nH]2)CCN(C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NCC#N	CHEMBL2164677
Cc1ccc(cc1n2cnc3ccc(cc3c2=O)N4CCN(CC4)C)NC(=O)c5ccc(cc5)C#N	CHEMBL2031227
COc1ccccc1Oc2coc3cc(ccc3c2=O)O	CHEMBL443831
CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc(c3)N)N4CCOCC4	CHEMBL2325714
c1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3c(cccc3F)F	CHEMBL1468325
COc1cccc(c1)c2cnc([nH]2)c3ccccc3	CHEMBL296572
CN1CCC(CC1)n2cc(cn2)c3cc(c(nc3)N)c4nc5ccc(cc5o4)F	CHEMBL2078754
CCC(=O)Nc1c(c2c(n1c3ccccc3C)nc4ccccc4n2)C#N	CHEMBL1520286
CCn1c(nnc1SCC(=O)Nc2c(cnn2c3ccccc3)C#N)c4cccs4	CHEMBL1718768
CCCN(CCCOc1cc2c(cc1OC)c(ncn2)Nc3cc(n[nH]3)CC(=O)Nc4cccc(c4F)F)CCO	CHEMBL214849
c1cc(ccc1CN2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F)F	CHEMBL2346968
c1ccc(cc1)c2nnc(o2)c3ccccc3	CHEMBL1418955
Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(c(c3)F)C(=O)N(C)C)F	CHEMBL454648
Cc1ccc(cc1)CNC(=O)C2CCCN2S(=O)(=O)c3ccc(cc3)F	CHEMBL1896341
CN(c1cccc2c1cn[nH]2)c3ccnc(n3)Nc4cc(cc(c4)N5CCOCC5)N6CCOCC6	CHEMBL1269858
CCNC(=O)c1ccc(cc1)CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N	CHEMBL412083
Cc1cc(on1)CNc2ncc(c(n2)Nc3cc(n[nH]3)C4CC4)Br	CHEMBL497854
c1cc(cc2c1cc(cc2)C(=O)Nc3ccc4c(c3)OCO4)C(=N)N	CHEMBL570081
Cc1ccc(cc1)C(=O)C2CCN(CC2)S(=O)(=O)c3c(noc3C)C	CHEMBL1865824
CN(C)CCNc1cc(nc2n1nc(c2)c3ccc(cc3)F)c4ccccc4	CHEMBL1857945
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL118
c1cc(ccc1c2cc(=O)c3ccc(cc3o2)O)O	CHEMBL294878
C[C@H]1CN(CCN1c2ncc(cn2)OCc3ccc(cc3)S(=O)(=O)C)C(=O)OC(C)(C)C	CHEMBL2086659
COc1ccc2c(c1)Sc3ccccc3N2	CHEMBL1331821
c1ccc(cc1)Oc2cccc(c2)c3c(c4ccc(cc4nc3O)Cl)O	CHEMBL31741
c1cc(ccc1C(=O)NCc2ccncc2)Oc3ccc(cc3)[N+](=O)[O-]	CHEMBL1796291
c1cc(ccc1C(=O)C2CCN(CC2)C(=S)Nc3ccc(cc3)F)F	CHEMBL1703687
COc1cc(ccc1Nc2ncc(c(n2)c3cnc4n3cccc4)Cl)N5CC6COCC(C5)N6	CHEMBL1809060
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)c2cccc(c2)[N+](=O)[O-])C(=O)OCCOC	CHEMBL1428
C[C@@H]1CN(CCN1c2ncc(cn2)OCc3ccncc3C#N)c4nc(on4)C(F)(F)F	CHEMBL2086693
c1ccc2c(c1)CC(C(=O)N2CC(=O)NC(CO)CO)NC(=O)c3cc4cc(sc4[nH]3)Cl	CHEMBL233238
Cn1cnc(c1C#Cc2ccnc(n2)N)c3ccccc3	CHEMBL499864
CC(C)C[C@@H](C(=O)N[C@@H](CCc1ccccc1)/C=C/S(=O)(=O)c2ccccc2)NC(=O)N3CCOCC3	CHEMBL486232
CCn1cc(cn1)NC(=O)Cc2c(cc(cn2)Oc3ccnc4c3ccc(c4)OC)OC	CHEMBL2023495
c1ccc2c(c1)nnn2CNc3ccc4nnc(n4n3)C(F)(F)F	CHEMBL1573297
c1ccc(cc1)c2ccc(cc2)C(c3ccccc3)n4ccnc4	CHEMBL277535
c1ccc2c(c1)CC(C(=O)N2CC(CO)CO)NC(=O)c3cc4c([nH]3)c(c(s4)Cl)Cl	CHEMBL233657
CC(=O)N1CCN(CC1)c2ccc(c(c2)OC)Nc3ncc(c(n3)c4cnc5n4cccc5)OC	CHEMBL1809197
CS(=O)(=O)Cc1cc(nc(n1)c2cc3cc[nH]c3nc2)N4CCOCC4	CHEMBL2029359
CC(=O)c1cc2cc(ccc2oc1=O)OC	CHEMBL1405389
Cc1cc(cc(c1c2cccc(c2)COc3ccc4c(c3)OC[C@H]4CC(=O)O)C)OCCCS(=O)(=O)C	CHEMBL1829174
c1cc(c(cc1Cn2c3ccc(cc3cc2C(=O)O)C(F)(F)F)Cl)Cl	CHEMBL339851
COc1ccc(cc1)C(=O)CS(=O)(=O)c2ccccc2	CHEMBL238620
CCOC(=O)Cc1csc(n1)NC(=O)Nc2ccc(cc2)Cl	CHEMBL1469049
c1ccc2c(c1)CC(C(=O)N2CC(CO)CO)NC(=O)c3cc4cc(ccc4[nH]3)Cl	CHEMBL233658
Cc1ncc(n1C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)NC	CHEMBL485425
C[C@]1(C[C@@H](C1)c2n3c(c(ncc3)N)c(n2)c4cc5nc(ccc5cc4)c6ccccc6)O	CHEMBL1091644
CCOC(=O)c1ccccc1c2csc(n2)NS(=O)(=O)c3ccc(cc3)Cl	CHEMBL1448393
Cc1ccc(cc1n2cnc3ccc(cc3c2=O)N4CCN(CC4)C)NC(=O)c5cscn5	CHEMBL2031236
CC(C)(C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])O	CHEMBL491
CCn1cc(cn1)NC(=O)Cc2ccc(cc2OC)Oc3ccnc4c3cc(c(c4)OC)OC	CHEMBL2023117
Cc1cnc(nc1c2cnc3n2cccc3)Nc4ccc(cc4OC)N5CCN(CC5)C(=O)C	CHEMBL1809195
CC1(COC1)COc2ccc3c(c2)ncn3c4ccc5cccc(c5n4)N6CCC(CC6)N	CHEMBL2105728
c1ccc(cc1)Cc2ccc3c(c2)nc(cc3O)c4cccnc4	CHEMBL1645495
C[C@@H]1CN(CCN1c2ncc(cn2)OCc3ccc(cc3)S(=O)(=O)C)C(=O)OC(C)(C)C	CHEMBL2086660
CS(=O)(=O)c1ccc(cc1Cl)[C@@H](CC2CCCC2)C(=O)Nc3cnc(cn3)[C@@H](CO)O	CHEMBL2338347
CCCSc1c(ccc(n1)N2CCOCC2)C(=O)NC3C4CC5CC3CC(C5)(C4)O	CHEMBL2158470
c1cc(ccc1N2CCN(CC2)S(=O)(=O)CC3(CCC3)N(C=O)O)F	CHEMBL1784355
c1ccc(c(c1)Nc2nnc(o2)C(=O)Nc3ccc(cc3)N4CCOCC4)F	CHEMBL2036567
CC1(c2cc(cc(c2NC1=O)F)c3ccc(n3C)C#N)C	CHEMBL407848
Cc1nc(c(nc1c2ccc(cc2)[C@H]3CC[C@@H](CC3)Cc4nnn[nH]4)C(=O)N)C	CHEMBL2178940
CCN(C1CCN(CC1)CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(cc(c3)Cl)F)C(=O)Cc4ccc(cc4)S(=O)(=O)C	CHEMBL382435
c1ccnc(c1)c2nc(cc(n2)N3CCOCC3)CS(=O)(=O)c4ccc(cc4)F	CHEMBL2030439
CS(=O)(=O)C1(CCOCC1)c2cc(nc(n2)c3cccc4c3cc[nH]4)N5CCOCC5	CHEMBL2325705
Cc1cc(cc(c1)NC(=O)Cc2ccc(cc2OC)Oc3ccnc4c3ccc(c4)OC)CN(C)C	CHEMBL2023494
Cc1c(cn(n1)C)NC(=O)Cc2ccc(cc2OC)Oc3c4cc(c(cc4ncn3)OC)OC	CHEMBL2023487
c1ccc(cc1)Nc2nnc(o2)C(=O)Nc3ccc(nc3)N4CCOCC4	CHEMBL2036587
c1cc2c(cc1F)c3c([nH]2)CCN(C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N	CHEMBL2164678
c1cc2c(cc1F)[nH]c3c2CN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N	CHEMBL2164684
CCCNc1nc2ccccc2c(n1)O	CHEMBL542001
Cc1c(c2ccccc2[nH]1)CCNCc3ccc(cc3)/C=C/C(=O)NO	CHEMBL483254
CN(CCOc1ccc(cc1)CC2C(=O)NC(=O)S2)c3ccccn3	CHEMBL121
CS(=O)(=O)NCC(c1ccc(cc1)Cl)NC(=O)C2(CCN(CC2)c3c4cc[nH]c4ncn3)N	CHEMBL2325735
C=CCN(C1CCN(CC1)CCC(c2ccccc2)c3ccccc3)C(=O)Nc4ccccc4	CHEMBL183492
c1ccc(cc1)NC(=O)Nc2ccncc2	CHEMBL170012
c1ccc(c(c1)N)NC(=O)c2ccc(cc2)c3c(cc(cn3)CN4CCC4)Cl	CHEMBL255245
c1cnc(nc1)N2CCN(CC2)CCCCN3C(=O)CC4(CCCC4)CC3=O	CHEMBL49
COc1ccc2c(c1)c(ccn2)C(C3CC4CCN3CC4C=C)O	CHEMBL522505
CN(C1CCN(CC1)CCC(c2ccccc2)c3ccccc3)C(=O)NCc4ccccc4	CHEMBL183406
c1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(cc3)Cl	CHEMBL1460133
c1ccc(cc1)c2cc3ccccc3nc2c4ccc(cc4)C5(CCC5)N	CHEMBL2035017
C[C@H](C(=O)N(C)C)Oc1cccc2c1c(ncn2)Nc3ccc4c(c3)cnn4Cc5ccccn5	CHEMBL402011
COc1cc2c(cc1OCCCN3CCC(CC3)CO)ncnc2Nc4ncc(s4)CNS(=O)(=O)c5cccc(c5)F	CHEMBL382054
Cn1c(=O)nc(s1)NCc2ccccc2	CHEMBL263655
c1ccc2c(c1)CC(C(=O)N2CC(=O)N3CCC(CC3)O)NC(=O)c4cc5cc(sc5[nH]4)Cl	CHEMBL397192
c1ccc(cc1)N2CC3COc4ccccc4C3=N2	CHEMBL1712280
Cc1nc2ccc(cc2c(n1)O)CN(CC#C)c3ccc(cc3)C(=O)NCc4cccc(c4)C#N	CHEMBL268100
CC(C)(c1ccc(cc1)Cl)C(=O)Nc2nnc(o2)C(=O)Nc3ccc(cc3)N4CCOCC4	CHEMBL2036737
CN1CCN(CC1)[C@H]2C[C@H](C2)c3n4c(c(ncc4)N)c(n3)c5cc6nc(ccc6cc5)c7ccccc7	CHEMBL249295
Cc1c(c[nH]c1/C=C\2/c3ccccc3NC2=O)CCC(=O)O	CHEMBL344319
c1ccc(cc1)Nc2ccnc3c2cccc3	CHEMBL1644358
CC(C)(C)NC(=O)Nc1c(cc2cnc(nc2n1)N)c3cc(cc(c3)OC)OC	CHEMBL299763
c1cc(ccc1C(=O)NCC(=O)c2ccc(cc2)Br)Cl	CHEMBL1868497
C[C@@H]1CN(CCN1c2ncc(cn2)OCc3ccc(cc3)S(=O)(=O)N(C)C)C(=O)OC(C)(C)C	CHEMBL2086669
Cc1c2cc(c(cc2cc(n1)O)OC)OC	CHEMBL29611
CS(=O)(=O)c1ccc(c[n+]1[O-])C(=O)Nc2ccc(cc2)F	CHEMBL61835
CC(C)Cn1c2ccccc2c3c1ccc(c3)C(=O)O	CHEMBL1496507
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)N4CCN(CC4)C(=O)[C@H](C)O	CHEMBL515311
Cc1cc(c(c(c1)C)C(=O)N[C@@H](CNC(=O)CO[C@@H]2C[C@H](N(C2)C(=O)OCc3ccccc3)CNc4ccccn4)C(=O)O)C	CHEMBL396743
Cc1c(c2cc(ccc2n1CC(=O)O)F)Cc3ccc4ccccc4n3	CHEMBL560993
C1CCC(CC1)Nc2c(c(nc(n2)C#N)N3CCOCC3)N	CHEMBL471584
Cc1ncc(n1C(C)C)c2ccnc(n2)Nc3ccc(cc3)S(=O)(=O)CCOC	CHEMBL515854
Cc1cc(on1)CNc2ncc(c(n2)Nc3cc(n[nH]3)C)Br	CHEMBL2088091
Cc1nc(c(nc1c2cc3c(cc2)[C@]4(CC[C@@H](CC4)Cc5nnn[nH]5)CC3)C(=O)N)C	CHEMBL2178369
CCCOc1c(ccc(n1)N2CCC[C@H](C2)CC(=O)O)C(=O)NC3CCCCC3	CHEMBL2153302
c1ccc(cc1)CCn2c(c3ccccc3n2)O	CHEMBL3144586
CS(=O)(=O)C1(CCNCC1)c2cc(nc(n2)c3cccc4c3cc[nH]4)N5CCOCC5	CHEMBL2325706
Cc1cc(c(cc1C)[N+](=O)[O-])c2ccc(o2)/C=C\3/C(=O)N/C(=N/c4ccc(c(c4)C(=O)O)Cl)/S3	CHEMBL1242297
Cc1ccc(cc1n2cnc3ccc(cc3c2=O)N4CCN(CC4)C)NC(=O)c5cccnc5	CHEMBL2031234
c1ccc(c(c1)Nc2nnc(o2)C(=O)Nc3ccc(cc3)c4cccc(c4)CC(=O)O)F	CHEMBL2036742
CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl	CHEMBL71
CCOC(=O)Nc1ccc2c(c1)N(c3ccccc3S2)C(=O)CCN4CCOCC4	CHEMBL1075
CS(=O)(=O)NCCC(c1ccc(cc1)Cl)NC(=O)C2(CCN(CC2)c3c4cc[nH]c4ncn3)N	CHEMBL2325736
c1cc(c(cc1)F)Nc2oc(nn2)C(=O)Nc3ccc(cc3)[C@H]4CC[C@@H](CC4)CC(=O)O	CHEMBL2036745
c1ccc(cc1)CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N	CHEMBL254165
c1cc(ccc1C#N)C(=O)N2CCC(CC2)C(=O)c3ccc(cc3)F	CHEMBL1165632
c1ccc(c(c1)NC(=O)c2ccc(cc2)CNC(=O)OCc3cccnc3)O	CHEMBL419716
Cc1cnccc1COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C	CHEMBL2086677
CC(C)n1c2ccccc2c3c1ccc(c3)NC(=O)N4CCOCC4	CHEMBL419951
c1ccc2c(c1)nc(o2)c3cc(cnc3N)c4cnn(c4)C5CCOCC5	CHEMBL1199987
c1cc(cnc1)C(=O)Nc2cc(cc3c2[nH]c4c3ccnc4)Cl	CHEMBL79004
CC(C)Oc1cc(cc(c1)OCc2ccccc2F)C(=O)Nc3ccc(cn3)C(=O)O	CHEMBL191239
Cc1cccc(c1)C[C@@H](C(=O)NCC#N)NC(=O)c2cc(nn2C)C(C)(C)C	CHEMBL565079
c1cc(ccc1C2(CCC2)C(=O)Nc3nnc(o3)C(=O)Nc4ccc(cc4)N5CCOCC5)Cl	CHEMBL2036738
c1cc2c(cc(n2Cc3ccc(c(c3)Cl)Cl)C(=O)O)c(c1)Cl	CHEMBL339099
c1ccc(cc1)CCCS(=O)(=O)c2nc([nH]n2)N	CHEMBL1522303
CCN1C(=O)N(c2cnc(nc2N1C3CCCC3)Nc4ccc(cc4OC)C(=O)NC5CCN(CC5)C)C	CHEMBL1967560
CC(c1ccccc1)(C(=O)c2ccccc2)O	CHEMBL2137932
Cc1cc(n[nH]1)NC(=O)c2ccccc2	CHEMBL115125
C[C@@H](COC)Oc1cc(cc(c1)Oc2cc(cc(c2)F)F)C(=O)Nc3ccc(cn3)C(=O)O	CHEMBL1778373
CC(C)N1CCO[C@H](C1)CN2CCN(CC2)C(=O)Nc3ccc(c(c3)Cl)Cl	CHEMBL2036775
c1ccc2c(c1)cc(n2Cc3cccc(c3)Cl)C(=O)O	CHEMBL129958
CNc1cccc(n1)CCOc2ccc(cc2)C[C@@H](C(=O)O)NC(=O)c3c(cccc3Cl)F	CHEMBL2030800
c1ccc(cc1)NC(=O)CCCCCCC(=O)NO	CHEMBL98
CC(=O)N1CCN(CC1)CCOc2ccc(cc2)C3(CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)O	CHEMBL2346975
CCOC(=O)c1ccc(cc1)OCC2CCN(C2)c3ccc(nn3)C	CHEMBL1835909
CN(C)CCOc1ccc(cc1)c2cc(c(s2)NC(=O)N)C(=O)N	CHEMBL452021
c1ccc(cc1)C(=O)NNC(=O)c2ccccc2	CHEMBL115405
c1cc(ccc1C(=O)C2CCN(CC2)C(=O)Nc3ccc(cc3)F)F	CHEMBL1723476
c1cc(cc(c1)OCc2cccnc2)Nc3nnc(o3)C(=O)Nc4ccc(nc4)N5CCOCC5	CHEMBL2036732
C=CCOc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4c3oc(cc4=O)N5CCOCC5	CHEMBL1669161
Cc1cccc(c1)Nc2nnc(o2)C(=O)Nc3ccc(nc3)N4CCOCC4	CHEMBL2036733
CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl	CHEMBL1336
CCn1c2ccccc2c3c1ccc(c3)NC(=O)C	CHEMBL1570112
COc1cc2c(cc1OC3CCN(CC3)S(=O)(=O)C)c(ncn2)Nc4cccc(c4F)Cl	CHEMBL387265
Cc1cc(cc(c1)c2c(c3cc(sc3[nH]2)C(C)(C)C(=O)N4C5CCC4CC5)CCN6CCC(CC6)C(=O)N7CCCC(C7)O)C	CHEMBL251388
CCOC(=O)c1cc2ccccc2[nH]1	CHEMBL84245
C[C@@H](C(=O)N)N(Cc1cc2c(cc1OC)ncnc2Nc3cccc(c3F)Cl)C(C)C	CHEMBL208048
CC(C)Cn1c2cn(cc2c(=O)n(c1=O)C)Cc3cccc4c3cccc4	CHEMBL315970
c1cc(ccc1C(=O)C2CCN(CC2)C(=O)c3ccc(c(c3)C(F)(F)F)Cl)F	CHEMBL1164246
COc1ccc(cc1)c2nnc(o2)c3ccccc3	CHEMBL1374655
CCn1c2ccccc2c3c1ccc(c3)N(C)C(=O)CCc4ccncc4	CHEMBL435384
CC(C)CNc1c(c(nc(n1)C#N)N2CCOCC2)N	CHEMBL450061
CCN(C1CCN(CC1)CCC(c2ccccc2)c3ccccc3)C(=O)NCc4cccc(c4)C	CHEMBL182940
CCN(c1ccnc(n1)Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)c5cc(ccc5C)CO	CHEMBL1762547
COc1ccc(c(c1)Nc2c3cc(c(cc3ncn2)OCCCN4CCOCC4)OC)Cl	CHEMBL172450
c1cc2c(cc1C(F)(F)F)c3c([nH]2)CCN(C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N	CHEMBL2164689
CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3c(cc(cc3C(C)C)C(C)C)C(C)C	CHEMBL107955
CN(CCO)Cc1ccc(cc1)c2cc(c(s2)NC(=O)N)C(=O)N	CHEMBL452274
c1ccc(cc1)n2c(c(cn2)C#N)NC(=O)CN3CCOCC3	CHEMBL1736763
CCCCOc1nc(c2c(n1)n(c(n2)O)Cc3cccc(c3)CC(=O)O)N	CHEMBL1089518
CN1CCC(CC1)NC(=O)c2ccc(c(c2)OC)Nc3ncc4c(n3)N(CCC(=O)N4C)C5CCCCC5	CHEMBL1706173
CCCS(=O)(=O)c1ccc(cc1)Nc2nccc(n2)c3cnc(n3C(C)C)C	CHEMBL485240
c1cc(c(c(c1)F)F)NC(=O)Cc2cc(n[nH]2)Nc3c4ccc(cc4ncn3)OCCCN5CCC[C@@H]5CO	CHEMBL215022
CCOC(=O)c1ccc(cc1)OCC2CN(C2)c3ccc(nn3)C	CHEMBL1835910
Cc1c(c(no1)CO)C(=O)Nc2nccs2	CHEMBL1389402
c1ccc(c(c1)C(=O)N2CCC(CC2)C(=O)c3ccc(cc3)F)OC(F)(F)F	CHEMBL1163767
c1cc2c(ccnc2cc1C(F)(F)F)SCCCCCOc3coc(cc3=O)CN4CCOCC4	CHEMBL1186585
CC(=O)Nc1ccc(cc1)c2ccccc2	CHEMBL300429
c1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3cccs3	CHEMBL1498930
Cc1cccc(c1)NS(=O)(=O)c2cccc3c2non3	CHEMBL1401353
CCCSc1c(cccn1)C(=O)NC2CCCCC2	CHEMBL2153173
C1CCN(CC1)c2c(c(nc(n2)C#N)N3CCOCC3)N	CHEMBL471951
