//type	idx  codeName
maccs	0	maccs2
maccs	1	maccs3
maccs	2	maccs4
maccs	3	maccs5
maccs	4	maccs6
maccs	5	maccs7
maccs	6	maccs8
maccs	7	maccs9
maccs	8	maccs10
maccs	9	maccs11
maccs	10	maccs12
maccs	11	maccs13
maccs	12	maccs14
maccs	13	maccs15
maccs	14	maccs16
maccs	15	maccs17
maccs	16	maccs18
maccs	17	maccs19
maccs	18	maccs20
maccs	19	maccs21
maccs	20	maccs22
maccs	21	maccs23
maccs	22	maccs24
maccs	23	maccs25
maccs	24	maccs26
maccs	25	maccs27
maccs	26	maccs28
maccs	27	maccs29
maccs	28	maccs30
maccs	29	maccs31
maccs	30	maccs32
maccs	31	maccs33
maccs	32	maccs34
maccs	33	maccs35
maccs	34	maccs36
maccs	35	maccs37
maccs	36	maccs38
maccs	37	maccs39
maccs	38	maccs40
maccs	39	maccs41
maccs	40	maccs42
maccs	41	maccs43
maccs	42	maccs44
maccs	43	maccs45
maccs	44	maccs46
maccs	45	maccs47
maccs	46	maccs48
maccs	47	maccs49
maccs	48	maccs50
maccs	49	maccs51
maccs	50	maccs52
maccs	51	maccs53
maccs	52	maccs54
maccs	53	maccs55
maccs	54	maccs56
maccs	55	maccs57
maccs	56	maccs58
maccs	57	maccs59
maccs	58	maccs60
maccs	59	maccs61
maccs	60	maccs62
maccs	61	maccs63
maccs	62	maccs64
maccs	63	maccs65
maccs	64	maccs66
maccs	65	maccs67
maccs	66	maccs68
maccs	67	maccs69
maccs	68	maccs70
maccs	69	maccs71
maccs	70	maccs72
maccs	71	maccs73
maccs	72	maccs74
maccs	73	maccs75
maccs	74	maccs76
maccs	75	maccs77
maccs	76	maccs78
maccs	77	maccs79
maccs	78	maccs80
maccs	79	maccs81
maccs	80	maccs82
maccs	81	maccs83
maccs	82	maccs84
maccs	83	maccs85
maccs	84	maccs86
maccs	85	maccs87
maccs	86	maccs88
maccs	87	maccs89
maccs	88	maccs90
maccs	89	maccs91
maccs	90	maccs92
maccs	91	maccs93
maccs	92	maccs94
maccs	93	maccs95
maccs	94	maccs96
maccs	95	maccs97
maccs	96	maccs98
maccs	97	maccs99
maccs	98	maccs100
maccs	99	maccs101
maccs	100	maccs102
maccs	101	maccs103
maccs	102	maccs104
maccs	103	maccs105
maccs	104	maccs106
maccs	105	maccs107
maccs	106	maccs108
maccs	107	maccs109
maccs	108	maccs110
maccs	109	maccs111
maccs	110	maccs112
maccs	111	maccs113
maccs	112	maccs114
maccs	113	maccs115
maccs	114	maccs116
maccs	115	maccs117
maccs	116	maccs118
maccs	117	maccs119
maccs	118	maccs120
maccs	119	maccs121
maccs	120	maccs122
maccs	121	maccs123
maccs	122	maccs124
maccs	123	maccs125
maccs	124	maccs126
maccs	125	maccs127
maccs	126	maccs128
maccs	127	maccs129
maccs	128	maccs130
maccs	129	maccs131
maccs	130	maccs132
maccs	131	maccs133
maccs	132	maccs134
maccs	133	maccs135
maccs	134	maccs136
maccs	135	maccs137
maccs	136	maccs138
maccs	137	maccs139
maccs	138	maccs140
maccs	139	maccs141
maccs	140	maccs142
maccs	141	maccs143
maccs	142	maccs144
maccs	143	maccs145
maccs	144	maccs146
maccs	145	maccs147
maccs	146	maccs148
maccs	147	maccs149
maccs	148	maccs150
maccs	149	maccs151
maccs	150	maccs152
maccs	151	maccs153
maccs	152	maccs154
maccs	153	maccs155
maccs	154	maccs156
maccs	155	maccs157
maccs	156	maccs158
maccs	157	maccs159
maccs	158	maccs160
maccs	159	maccs161
maccs	160	maccs162
maccs	161	maccs163
maccs	162	maccs164
maccs	163	maccs165
