// this file was created using the eMolecule database on 7/27/2014
//type	idx	codeName
lin74	815	*-*:*-*:*:*-*:*
lin74	816	*-*:*-*-*-*-*:
lin74	817	*-*-*-*:*-*-*=
lin74	818	C-C=N-N
lin74	819	C-C-N-C-S-
lin74	820	*-*-*=*-*-*=*-*
lin74	821	*-*:*:*-*=*-*-*
lin74	822	*=*:*:*-*-*-*-*
lin74	823	*-*:*-*:*:*-*=*
lin74	824	*-*:*-*=*-*-*=*
lin74	825	O-C-C-c
lin74	826	O-C-C-n
lin74	827	*=*-*-*=*-*=*
lin74	828	O-c:c:n
lin74	829	*=*-*-*:*:*:*=*
lin74	830	Cl-c:c-O
lin74	831	*-*-*=*-*-*:*-*
lin74	832	*:*:*-*=*-*:*:*
lin74	833	*:*-*=*-*:*
lin74	834	*:*-*=*-*:*:*:*
lin74	835	*:*-*=*-*:*:*
lin74	836	S-C-c:n
lin74	837	*=*:*:*-*:*
lin74	838	*=*:*:*-*:*:*
lin74	839	*=*:*:*-*:*:*:*
lin74	840	*=*-*-*-*:*-*=*
lin74	841	C-N-C-c:c-
lin74	842	*-*:*-*-*=*-*
lin74	843	C=C-C#N
lin74	844	*-*:*-*=*-*-*-*
lin74	845	O=c:c:s
lin74	846	*-*-*-*=*-*-
lin74	847	*#*-*=*-*
lin74	848	*-*-*:*-*-*=
lin74	849	C-O-c:n
lin74	850	C-C-C#N
lin74	851	C-C-C-N-c:c-
lin74	852	N=C-S
lin74	853	*-*-*=*-*:*-*-*
lin74	854	*#*-*:*-*
lin74	855	*=*-*-*-*:*-*-*
lin74	856	C-S-C=N
lin74	857	*:*-*=*-*-*:*:*
lin74	858	C-S-C-c
lin74	859	c-C-C-c
lin74	860	O=S-c:s
lin74	861	*=*:*:*:*-*-*
lin74	862	S-C=C-c
lin74	863	C-O-C-N
lin74	864	F-C-c:n
lin74	865	C=C-C-n
lin74	866	N-c:c=O
lin74	867	*=*-*=*-*-*-*:*
lin74	868	*=*:*:*:*-*-*:*
lin74	869	*-*=*-*-*=*-*-*
lin74	870	*=*-*-*-*-*:*-*
lin74	871	*-*-*=*-*-*=
lin74	872	C-S-N-c
lin74	873	*-*-*-*=*-*-*=
lin74	874	*:*-*-*-*-*-*=
lin74	875	O=C-C=O
lin74	876	C-C-C-C-C-C-N-
lin74	877	*-*:*-*-*=*-*-*
lin74	878	S=C-N-c
lin74	879	*-*=*-*:*-*-*
lin74	880	*:*-*-*=*-*-*:
lin74	881	*-*=*-*=*-*
lin74	882	*-*:*-*-*-*=*-*
lin74	883	*-*=*-*-*=*-*=*
lin74	884	*:*-*-*=*-*:*:*
lin74	885	*=*:*:*-*-*
lin74	886	*-*:*:*-*:*=*
lin74	887	N-S-c:s
lin74	888	S-C-C-c
lin74	889	C-C-N-c:c-O-
lin74	890	*-*-*=*-*-*:*-
lin74	891	c:c:n:c:n:n:
lin74	892	*-*:*-*=*-*=*
lin74	893	*-*:*-*-*=*-*=*
lin74	894	C-C-O-c:c-O-
lin74	895	*:*:*-*-*-*
lin74	896	*:*:*:*-*-*-*
lin74	897	*:*:*:*:*-*-*-*
lin74	898	*-*:*:*-*-*=*-*
lin74	899	N-C=N-c
lin74	900	*=*-*-*-*=*-*-
lin74	901	*=*:*:*:*-*-*-*
lin74	902	*:*-*-*-*
lin74	903	O=C-O-c
lin74	904	C-C-C-c:c-
lin74	905	n-c:n
lin74	906	c:n-c:n
lin74	907	C-N=C-N
lin74	908	*-*-*:*-*#*
lin74	909	*-*-*-*:*-*=*-*
lin74	910	c-n:n:n
lin74	911	*=*-*-*:*:*=*
lin74	912	*=*-*-*=*-*-
lin74	913	*#*-*-*-*:*:*:*
lin74	914	*#*-*-*-*:*:*
lin74	915	*#*-*-*-*:*
lin74	916	O=c:c-c
lin74	917	*:*-*-*:*-*:*
lin74	918	*:*-*-*:*-*:*:*
lin74	919	C-n:c:s
lin74	920	*=*-*=*-*=*
lin74	921	*:*-*:*-*-*:*:*
lin74	922	*=*-*:*-*-*=*
lin74	923	N-c:n-c
lin74	924	*-*:*-*=*-*:*:*
lin74	925	*-*:*-*=*-*:*
lin74	926	*-*-*=*-*-*=*-
lin74	927	*-*:*-*=*-*-*
lin74	928	N-c:c:s
lin74	929	*=*-*-*:*-*-*=*
lin74	930	N-C=C-c
lin74	931	*:*-*=*-*-*:*
lin74	932	*-*-*=*-*=*-*
lin74	933	O-C-C-S
lin74	934	*-*=*-*-*-*:*-*
lin74	935	C-S-c:s
lin74	936	C-c:c-n
lin74	937	*-*-*-*:*-*-*-
lin74	938	*=*-*-*-*=*-*-*
lin74	939	C-C-N-C-N-
lin74	940	n:s
lin74	941	Cl-c:c-c
lin74	942	*=*-*-*-*-
lin74	943	*-*:*:*-*=*-*:*
lin74	944	O-C-c:s
lin74	945	Cl-c:c-Cl
lin74	946	N-C-O-c
lin74	947	*-*-*-*:*-*#*
lin74	948	*=*-*:*:*-*-*=*
lin74	949	O=S-C-c
lin74	950	*-*-*:*-*-*=*-*
lin74	951	*-*=*-*-*=*-*:*
lin74	952	C-N=C-c
lin74	953	O-c:n:n
lin74	954	*-*=*-*=*-*:*:*
lin74	955	*-*=*-*=*-*:*
lin74	956	*-*:*:*-*:*-*-*
lin74	957	*-*-*:*-*:*-*-*
lin74	958	N-N-c
lin74	959	*=*-*-*-*=*-
lin74	960	*:*:*-*=*-*:*
lin74	961	*:*:*:*-*=*-*:*
lin74	962	*-*:*-*-*:*=*
lin74	963	*-*-*:*-*:*-
lin74	964	*-*:*:*-*-*:*=*
lin74	965	*-*:*-*:*-*-*
lin74	966	C-C-F
lin74	967	C-C-C-N-C-C-N-
lin74	968	C-C-N-C-c:n-
lin74	969	C=C-c:o
lin74	970	c-C-C-n
lin74	971	*-*-*-*-*#*
lin74	972	C=C-O
lin74	973	*:*-*-*-*:*-*:
lin74	974	*:*-*:*-*-*-*:
lin74	975	*:*:*:*-*-*-*-
lin74	976	*:*:*-*-*-*-
lin74	977	*:*-*-*-*-
lin74	978	*=*-*:*:*=*
lin74	979	*#*-*:*:*:*:*-*
lin74	980	C-C-N-c:c-S-
lin74	981	*-*-*:*-*=*-*-*
lin74	982	Br-c:c-C
lin74	983	*-*:*-*:*-*-*-*
lin74	984	*=*:*:*-*-*:*:*
lin74	985	*=*:*:*-*-*:*
lin74	986	N-c:o
lin74	987	C-C-C=C-N-C=
lin74	988	C-C=C-S
lin74	989	*-*:*:*:*:*-*#*
lin74	990	*-*=*-*:*:*-*:*
lin74	991	*-*:*:*:*-*#*
lin74	992	c:n:c-n
lin74	993	*#*-*:*:*:*-*
lin74	994	Cl-c:c:n
lin74	995	*=*-*-*-*-*:*=*
lin74	996	*-*-*=*-*=*-*:*
lin74	997	c-c:n-c
lin74	998	C-N-N-C
lin74	999	n:c-n:n
lin74	1000	O-C-c:o
lin74	1001	C-C-C-N-C-N-
lin74	1002	*-*=*:*:*:*:*
lin74	1003	*-*=*:*:*:*
lin74	1004	*-*=*:*:*
lin74	1005	C-C-N-C-c:c-O-
lin74	1006	*:*-*-*=*-*:*
lin74	1007	S-c:o
lin74	1008	S-c:o:c
lin74	1009	*-*:*-*-*:*-*=*
lin74	1010	*-*:*:*-*#*
lin74	1011	C-C-C-N-N=
lin74	1012	C-N=C-S
lin74	1013	C-C-C-C-C-C-C-
lin74	1014	c:n:s
lin74	1015	O-c:c-S
lin74	1016	*-*:*-*:*=*
lin74	1017	C=C-c:n
lin74	1018	c-C=C-c
lin74	1019	c-C-c:s
lin74	1020	c-O-c:n
lin74	1021	*=*-*=*-*-*-*-*
lin74	1022	c:s:n
lin74	1023	c-c:c:o
lin74	1024	*-*-*:*-*-*:*-
lin74	1025	*-*-*-*#*
lin74	1026	*-*:*-*-*=*-*:*
lin74	1027	C-C=C-O
lin74	1028	*-*=*-*:*-*-*=*
lin74	1029	c-c:c-c
lin74	1030	I
lin74	1031	N-C-C=N
lin74	1032	O=S-c:n
lin74	1033	I-c:c
lin74	1034	I-c
lin74	1035	N=c
lin74	1036	S-c:c:s
lin74	1037	*=*-*=*-*:*:*-*
lin74	1038	*-*-*-*-*:*-*=
lin74	1039	I-c:c:c
lin74	1040	*-*-*-*:*-*=
lin74	1041	*:*:*-*:*-*:*
lin74	1042	*-*-*:*-*=*-*:*
lin74	1043	*-*=*:*:*:*:*:
lin74	1044	C-S-c:o
lin74	1045	*-*=*-*-*-*=*-*
lin74	1046	*:*:*:*-*:*-*:*
lin74	1047	*-*-*-*:*-*:*-
lin74	1048	n-C-c:n
lin74	1049	*#*-*-*-*-*=*
lin74	1050	c-S-c:n
lin74	1051	N-N-c:c
lin74	1052	C=N-O
lin74	1053	C-O-N
lin74	1054	C-N-c:o
lin74	1055	C=N-N-c
lin74	1056	*#*-*-*-*-*-*
lin74	1057	*:*-*-*-*=*-*:
lin74	1058	*:*-*=*-*-*-*:
lin74	1059	*-*-*:*:*:*-*#*
lin74	1060	C-n:c:o
lin74	1061	*-*-*:*-*=*-*=*
lin74	1062	*:*-*-*:*-*-*:*
lin74	1063	*=*-*-*=*-*=*-*
lin74	1064	*-*:*-*#*
lin74	1065	*:*-*:*:*-*-*:*
lin74	1066	c-C=N-c
lin74	1067	F-c:c-F
lin74	1068	*#*-*:*-*-*-*-*
lin74	1069	*-*=*-*=*-*-*
lin74	1070	C-C-C-F
lin74	1071	N=c:n
lin74	1072	*-*-*=*-*#*
lin74	1073	N=c:n:c
lin74	1074	Br-c:c-O
lin74	1075	*-*-*-*-*-*-*#*
lin74	1076	N-c:c:o
lin74	1077	*-*-*=*-*-
lin74	1078	*#*-*:*:*:*:*:
lin74	1079	N=C-N-c
lin74	1080	O-C-N-c
lin74	1081	*=*:*:*:*:*:*=*
lin74	1082	*-*:*:*-*:*-*:*
lin74	1083	c:c:n:s
lin74	1084	C=C-C=N
lin74	1085	*-*=*-*-*-*=*-
lin74	1086	*-*=*:*:*:*:*-*
lin74	1087	C-n:c=N
lin74	1088	*-*=*-*:*-*=*
lin74	1089	*-*=*-*:*:*-*=*
lin74	1090	F-C-O
lin74	1091	c:c:s:n
lin74	1092	*-*-*-*=*-*#*
lin74	1093	S-N-c:n
lin74	1094	C-C-S-N
lin74	1095	F-C-O-c
lin74	1096	*:*-*-*-*=*-*-
lin74	1097	Cl-c:c-F
lin74	1098	O=c:c-S
lin74	1099	C-C-n:c-N-C=
lin74	1100	*:*:*-*=*-*-*:*
lin74	1101	c-N-c:s
lin74	1102	*#*-*-*-*-*
lin74	1103	*-*-*-*=*-*=*-*
lin74	1104	F-c:c-c
lin74	1105	C-Cl
lin74	1106	*=*-*-*-*=*-*=*
lin74	1107	N-c:o:c
lin74	1108	*-*-*=*:*
lin74	1109	*-*-*=*:*:*:*:*
lin74	1110	*-*-*=*:*:*
lin74	1111	*-*-*=*:*:*:*
lin74	1112	S=c
lin74	1113	*=*:*:*:*=*
lin74	1114	*-*-*-*:*:*-*#*
lin74	1115	*-*:*-*-*:*-*-*
lin74	1116	C-C=N-c
lin74	1117	N=C-C=O
lin74	1118	*:*-*-*-*-*=*-
lin74	1119	*-*=*-*=*-*-*:*
lin74	1120	*-*-*-*=*-
lin74	1121	*-*=*:*:*:*:*:*
lin74	1122	S-C-N-c
lin74	1123	*-*=*:*-*
lin74	1124	*-*=*-*-*-*:*-
lin74	1125	n-C-c:o
lin74	1126	O=C-n:c
lin74	1127	O=C-n
lin74	1128	*=*-*=*:*:*:*:*
lin74	1129	*=*-*=*:*:*:*
lin74	1130	*=*-*=*:*:*
lin74	1131	*=*-*=*:*
lin74	1132	O-N=C-c
lin74	1133	C-O-N=C
lin74	1134	C-C-N-C-C-c:n-
lin74	1135	S=c:n
lin74	1136	*#*-*=*-*-*
lin74	1137	S-C=S
lin74	1138	N-c:n:o
lin74	1139	S-C-c:o
lin74	1140	C-S-C=S
lin74	1141	C-O-C-O
lin74	1142	C-C-C-C-C-O-
lin74	1143	*-*-*:*:*-*#*
lin74	1144	*-*-*-*-*-*#*
lin74	1145	C-N=c
lin74	1146	*:*-*-*-*:*-*-
lin74	1147	*-*-*:*:*-*:*=*
lin74	1148	C-C=N-C
lin74	1149	C-C-Cl
lin74	1150	S=c:n:c
lin74	1151	N=c:s
lin74	1152	C-N=c:n
lin74	1153	F-C-C-N
lin74	1154	O=C-N-S
lin74	1155	*#*-*=*-*-*:*
lin74	1156	*#*-*=*-*-*:*:*
lin74	1157	N=c:s:c
lin74	1158	*:*-*:*:*:*:*-*
lin74	1159	*#*-*=*-*:*:*:*
lin74	1160	*#*-*=*-*:*:*
lin74	1161	*#*-*=*-*:*
lin74	1162	o:c-c:s
lin74	1163	C-C-N-C=N-
lin74	1164	c-C-c:o
lin74	1165	*#*-*-*-*:*-*
lin74	1166	*-*:*=*-*=*
lin74	1167	*-*:*-*:*-*:*:*
lin74	1168	*-*:*-*:*-*:*
lin74	1169	C#C
lin74	1170	C-C-O-N
lin74	1171	*-*:*:*-*-*-*-
lin74	1172	*:*-*:*-*-*-*:*
lin74	1173	C-C-C-N-c:n-
lin74	1174	Cl-c:c-S
lin74	1175	*-*:*-*:*:*:*=*
lin74	1176	C=C-O-c
lin74	1177	*:*:*-*-*=*-*-*
lin74	1178	c:n:s:c
lin74	1179	*-*-*:*-*:*=*
lin74	1180	C-N=c:s
lin74	1181	*=*-*=*-*-*-
lin74	1182	Cl-c:n
lin74	1183	c:n-c:s
lin74	1184	n-c:s
lin74	1185	c:s:c-n
lin74	1186	*:*:*-*-*-*-*-
lin74	1187	*:*-*-*-*-*-
lin74	1188	*-*:*-*:*-*=*
lin74	1189	*=*-*-*=*-*-*=*
lin74	1190	*#*-*-*-*=*-*
lin74	1191	*#*-*-*:*
lin74	1192	*#*-*-*:*:*
lin74	1193	*#*-*-*:*:*:*:*
lin74	1194	*#*-*-*:*:*:*
lin74	1195	*=*-*-*-*#*
lin74	1196	*=*-*:*-*=*-*
lin74	1197	S-C=N-c
lin74	1198	*-*-*-*-*:*-*#*
lin74	1199	*:*-*=*:*:*:*:*
lin74	1200	*:*-*=*:*
lin74	1201	*:*:*:*:*-*=*
lin74	1202	*:*:*-*=*:*
lin74	1203	*:*-*=*:*:*:*
lin74	1204	*:*-*=*:*:*
lin74	1205	*:*:*:*:*-*=*:*
lin74	1206	*:*:*:*-*=*:*
lin74	1207	*-*-*=*-*-*-*-
lin74	1208	c:n:c:n:c:n:
lin74	1209	*:*:*-*=*:*:*
lin74	1210	*:*:*-*=*:*:*:*
lin74	1211	*-*-*=*-*-*-*#*
lin74	1212	C=N-C-N
lin74	1213	c:n:o:n
lin74	1214	n:o:n
lin74	1215	c:c:n:o:n:
lin74	1216	C#C-C
lin74	1217	*-*-*-*-*=*-*#*
lin74	1218	*-*:*-*=*-*-*:*
lin74	1219	O=C-S
lin74	1220	*-*-*=*-*:*-*=*
lin74	1221	*-*-*:*=*-*
lin74	1222	C=C-S-c
lin74	1223	S-c:c:o
lin74	1224	*-*-*:*-*-*-*#*
lin74	1225	*-*=*-*-*=*-*#*
lin74	1226	*=*-*-*=*-*#*
lin74	1227	O=c:s
lin74	1228	C-C-C-C-
lin74	1229	O=c:s:c
lin74	1230	*:*:*-*=*
lin74	1231	*:*:*:*-*=*:*:*
lin74	1232	C-S-C=O
lin74	1233	*:*:*:*-*=*
lin74	1234	C-O-C=C
lin74	1235	N-n:c
lin74	1236	N-n
lin74	1237	C=C-S=O
lin74	1238	*#*-*-*=*
lin74	1239	*-*:*:*-*:*-*=*
lin74	1240	*-*=*-*-*-*#*
lin74	1241	*=*-*:*-*-*-*=*
lin74	1242	N-N-c:n
lin74	1243	*-*:*-*-*-*:*=*
lin74	1244	O-c:c-n
lin74	1245	*-*:*-*:*:*=*
lin74	1246	C=c:c
lin74	1247	C=c
lin74	1248	C-C-N-C-N-C=
lin74	1249	C-C-C-C-S-
lin74	1250	C=c:c:n
lin74	1251	F-c:c-O
lin74	1252	*=*-*=*-*-*-*=*
lin74	1253	C=c:c=O
lin74	1254	C=C-c:s
lin74	1255	C=c:s:c
lin74	1256	C=c:s
lin74	1257	O=C-n:n
lin74	1258	N-n:c:n
lin74	1259	*-*:*-*:*-*-*:*
lin74	1260	*=*-*=*-*=*-*
lin74	1261	*#*-*:*:*-*
lin74	1262	C-C=N-O
lin74	1263	*:*-*:*:*:*-*-*
lin74	1264	*-*=*-*-*:*=*
lin74	1265	*-*:*:*-*:*:*=*
lin74	1266	O-c:c:o
lin74	1267	*-*:*-*:*-*-*=*
lin74	1268	*=*:*=*-*
lin74	1269	*#*-*:*:*:*-*-*
lin74	1270	*=*:*:*:*:*=*-*
lin74	1271	*:*:*:*-*:*:*-*
lin74	1272	*=*-*=*-*-*=*-*
lin74	1273	*:*:*-*:*:*-*
lin74	1274	Br-c:c-N
lin74	1275	*=*-*=*-*:*-*
lin74	1276	*-*=*-*-*:*:*=*
lin74	1277	*:*:*-*:*:*-*-*
lin74	1278	Br-c:c:n
lin74	1279	*:*-*:*:*-*-*
lin74	1280	*=*:*-*-*-*-*:
lin74	1281	C=N-S
lin74	1282	c-C=c
lin74	1283	c:c-C=c
lin74	1284	c-C=c:c
lin74	1285	*-*-*=*-*=*-*-*
lin74	1286	n-c:n:n
lin74	1287	*=*:*=*-*:*:*
lin74	1288	*=*:*=*-*:*
lin74	1289	*=*:*=*-*:*:*:*
lin74	1290	*=*-*-*:*-*=*-*
lin74	1291	C=N-C=O
lin74	1292	C=N-S=O
lin74	1293	c-C=c:s
lin74	1294	Cl-c:n:c
lin74	1295	*#*-*:*:*:*-*:*
lin74	1296	*=*-*-*-*-*-*=
lin74	1297	C=C-C=C
lin74	1298	*:*-*:*:*-*
lin74	1299	*-*=*-*:*-*-*-*
lin74	1300	*:*:*:*:*:*:*-*
lin74	1301	*-*:*-*-*=*-*#*
lin74	1302	N=C-O
lin74	1303	S-c:c-c
lin74	1304	N-S-C-c
lin74	1305	*:*:*:*:*:*-*=*
lin74	1306	*-*=*-*-*:*-*=*
lin74	1307	*=*:*-*-*:*:*-*
lin74	1308	*#*-*:*-*-*-*=*
lin74	1309	O=c:c=O
lin74	1310	N#C-C-c
lin74	1311	Cl-C-C-N
lin74	1312	C-C-c:c-O-C=
lin74	1313	*#*-*:*-*-*-*
lin74	1314	*-*-*-*=*-*-*-
lin74	1315	*:*-*-*-*-*:*-
lin74	1316	*#*-*:*-*-*=*
lin74	1317	*#*-*:*:*-*-*
lin74	1318	O-c:c=O
lin74	1319	C=C-N=C
lin74	1320	*#*-*-*-*-*-*-*
lin74	1321	*-*:*-*-*-*#*
lin74	1322	C-N-C-N-c:c-
lin74	1323	*=*-*:*-*=*-*:*
lin74	1324	N-C=N-O
lin74	1325	c:c:c:n:s:
lin74	1326	C-C-c:c-c:c-
lin74	1327	N-S-N
lin74	1328	C-C-N-c:c-N-
lin74	1329	C-O-C=N
lin74	1330	O=C-N=c
lin74	1331	C-N-S-N
lin74	1332	N-C=N-S
lin74	1333	*:*:*-*-*:*-*:*
lin74	1334	*=*:*-*-*-*=*
lin74	1335	*-*=*-*=*-*-*=*
lin74	1336	C-C-C-C-c:n-
lin74	1337	C-C-C-O-c:c-
lin74	1338	*#*-*:*-*:*:*:*
lin74	1339	*#*-*:*-*:*:*
lin74	1340	*#*-*:*-*:*
lin74	1341	*-*=*-*:*-*:*:*
lin74	1342	*-*=*-*:*-*:*
lin74	1343	*-*=*-*-*=*-*-
lin74	1344	*#*-*-*-*-*:*:*
lin74	1345	*#*-*-*-*-*:*
lin74	1346	*-*-*=*-*:*-*-
lin74	1347	c:n:s:n
lin74	1348	n:s:n
lin74	1349	N-c:o:n
lin74	1350	c:c:n:s:n:
lin74	1351	*:*-*-*:*-*-*:
lin74	1352	*-*:*-*-*:*-
lin74	1353	C-C-C-C-C=
lin74	1354	*-*-*=*:*-*
lin74	1355	*-*:*-*-*:*-*:*
lin74	1356	C-C-C-N-C-C=
lin74	1357	C-N-c:c-S-c:c-
lin74	1358	*-*-*:*-*-*:*=*
lin74	1359	*=*:*-*:*:*-*
lin74	1360	*=*-*:*:*-*:*-*
lin74	1361	N-S-c:n
lin74	1362	*:*-*=*-*=*-*:*
lin74	1363	*=*:*-*:*:*-*:*
lin74	1364	c:n:n:s
lin74	1365	c:s:n:n
lin74	1366	n:n:s
lin74	1367	c:c:n:n:s:
lin74	1368	N-O-C=O
lin74	1369	C-C-C-N-N-
lin74	1370	*:*-*-*-*-*:*-*
lin74	1371	C-C-N-C-C-S-
lin74	1372	*-*:*=*-*-*
lin74	1373	*#*-*:*-*-*-*:*
lin74	1374	C-N-O
lin74	1375	*-*=*-*:*-*=*-*
lin74	1376	N-C=C-S
lin74	1377	Cl-c:s
lin74	1378	C-C-N=c
lin74	1379	*#*-*-*-*:*:*-*
lin74	1380	C-N=C-O
lin74	1381	*-*-*-*:*:*-
lin74	1382	N-c:c-n
lin74	1383	*-*=*:*-*-*-*-*
lin74	1384	N-C-N-N
lin74	1385	*-*-*=*-*-*-
lin74	1386	C-C-N=C-S-
lin74	1387	*-*=*-*=*-*-*-*
lin74	1388	o:c-c:o
lin74	1389	F-c:c:n
lin74	1390	N=C-C-c
lin74	1391	*-*-*-*:*=*-*-*
lin74	1392	C-C-O-C-O-
lin74	1393	C-C-C=C-O-C=
lin74	1394	S=c:s
lin74	1395	*-*-*=*:*-*-*
lin74	1396	*:*:*:*-*-*=*:*
lin74	1397	*:*:*:*:*-*-*=*
lin74	1398	*:*:*-*-*=*
lin74	1399	*:*:*-*-*=*:*
lin74	1400	*:*-*-*=*:*
lin74	1401	*:*:*:*-*-*=*
lin74	1402	*:*:*-*-*=*:*:*
lin74	1403	C-n:n-c
lin74	1404	*=*-*=*-*=*-*:*
lin74	1405	Cl-c:s:c
lin74	1406	Cl-C-Cl
lin74	1407	*=*-*-*=*-*:*-
lin74	1408	*-*:*:*:*=*-*:*
lin74	1409	O-c:c:s
lin74	1410	*-*-*-*:*-*=*-
lin74	1411	*:*-*-*=*:*:*:*
lin74	1412	*-*=*-*=*-*=*
lin74	1413	*-*:*:*:*-*=*:*
lin74	1414	*:*-*-*=*:*:*
lin74	1415	*:*-*-*=*
lin74	1416	N=C-c:s
lin74	1417	C-S-C-c:c-
lin74	1418	C-C-C-C-N-C=
lin74	1419	S-n:c
lin74	1420	S-n
lin74	1421	n:n-c:s
lin74	1422	O=S-n:c
lin74	1423	O=S-n
lin74	1424	Cl-c:c:s
lin74	1425	*:*:*-*-*-*:*-*
lin74	1426	N-n:c-S
lin74	1427	*-*:*-*=*-*:*-*
lin74	1428	*-*-*-*=*-*=*-
lin74	1429	N-N-C=N
lin74	1430	C-C-C-N-
lin74	1431	*-*-*-*=*-*=
lin74	1432	*=*:*-*:*:*:*-*
lin74	1433	*-*:*-*-*-*-
lin74	1434	*-*:*:*:*=*-*
lin74	1435	F-C-C-O
lin74	1436	*-*-*:*=*-*=*
lin74	1437	N-N-S=O
lin74	1438	N-N-S
lin74	1439	*-*-*:*:*:*=*-*
lin74	1440	*=*-*:*-*:*:*-*
lin74	1441	*=*-*-*=*-*:*-*
lin74	1442	*:*:*-*=*-*-*
lin74	1443	*:*-*=*-*-*
lin74	1444	*-*=*:*-*-*
lin74	1445	C-C-C-C-C-c:c-
lin74	1446	*:*:*:*-*=*-*-*
lin74	1447	*-*:*=*-*-*:*:*
lin74	1448	*-*:*=*-*-*:*
lin74	1449	C=N-S-c
lin74	1450	N-N-C-S
lin74	1451	c-C-N=c
lin74	1452	C-c:n:s
lin74	1453	*-*-*=*-*=*-*=*
lin74	1454	S=c:s:c
lin74	1455	*#*-*:*:*-*-*-*
lin74	1456	*-*:*:*=*-*:*
lin74	1457	*-*:*:*=*-*:*:*
lin74	1458	O-S
lin74	1459	*=*-*:*:*-*=*-*
lin74	1460	C-C-N=C-O-
lin74	1461	S-n:c:c
lin74	1462	*#*-*=*-*-*-*-*
lin74	1463	Br-c:o:c
lin74	1464	Br-c:o
lin74	1465	C-C-O-C-C=
lin74	1466	*#*-*-*:*:*:*-*
lin74	1467	*-*-*:*:*=*-*
lin74	1468	C-C-C-N-c:c-S-
lin74	1469	N#C-c:n
lin74	1470	*-*:*:*=*-*
lin74	1471	*-*=*:*:*:*=*-*
lin74	1472	*-*=*:*:*:*=*
lin74	1473	*-*=*:*:*=*
lin74	1474	*=*-*=*-*-*:*-
lin74	1475	*:*-*-*-*:*-*
lin74	1476	*:*:*-*-*=*-*:*
lin74	1477	N=C-C-S
lin74	1478	C-C-O-c:c-
lin74	1479	C-N-N-c
lin74	1480	*=*:*:*:*=*-*
lin74	1481	N-C-N-S
lin74	1482	O-S=O
lin74	1483	*:*:*-*-*:*-*:
lin74	1484	*-*:*:*-*-*-*#*
lin74	1485	N-C-n
lin74	1486	*-*=*:*:*=*-*
lin74	1487	*:*:*-*:*:*:*-*
lin74	1488	*-*=*-*-*=
lin74	1489	*-*-*=*:*:*:*=*
lin74	1490	*-*-*=*:*:*=*
lin74	1491	*-*-*-*:*=*-*
lin74	1492	N-C-n:c
lin74	1493	*=*:*:*=*-*
lin74	1494	*-*-*=*:*:*=*-*
lin74	1495	C-C-C-N-C=
lin74	1496	C-C-S-c:c-
lin74	1497	*=*-*=*-*-*:*-*
lin74	1498	N-N-C-O
lin74	1499	c-S-n:c
lin74	1500	c:c-S-n
lin74	1501	c-S-n
lin74	1502	S=c:n-c
lin74	1503	*:*:*-*:*-*-*:*
lin74	1504	*:*-*:*-*-*:*
lin74	1505	O-n:c
lin74	1506	O-n
lin74	1507	O-n:c:c
lin74	1508	C=C-C-S
lin74	1509	F-c:c-S
lin74	1510	*#*-*-*-*-*-*:*
lin74	1511	*#*-*=*-*:*:*-*
lin74	1512	*#*-*-*:*:*-*
lin74	1513	C=C-Cl
lin74	1514	*-*-*:*:*=*-*:*
lin74	1515	*=*:*:*:*=*-*:*
lin74	1516	*:*-*-*-*-*:*:
lin74	1517	C-O-c:c-c:c-
lin74	1518	*=*:*:*=*-*:*:*
lin74	1519	*=*:*:*=*-*:*
lin74	1520	*-*-*-*:*:*=*-*
lin74	1521	C-C-N-C-c:c-N-
lin74	1522	*-*=*:*:*=*-*:*
lin74	1523	*#*-*:*-*-*
lin74	1524	*:*:*-*:*-*-*:
lin74	1525	*:*-*:*-*-*:
lin74	1526	*-*:*-*:*-
lin74	1527	*:*-*-*:*-*:
lin74	1528	*-*=*-*:*-*-*:*
lin74	1529	c-c:n:s
lin74	1530	*-*-*=*-*:*-*:*
lin74	1531	C-c:c-c:c-
lin74	1532	N-N=C-S
lin74	1533	*-*=*-*=*:*:*:*
lin74	1534	*-*=*-*=*:*:*
lin74	1535	*-*=*-*=*:*
lin74	1536	Br-c:s:c
lin74	1537	Br-c:s
lin74	1538	*-*:*:*:*:
lin74	1539	*=*:*:*-*-*-*=*
lin74	1540	C#C-C-N
lin74	1541	*=*:*:*-*-*=*-*
lin74	1542	*=*-*=*:*:*=*
lin74	1543	C-n:c=S
lin74	1544	*-*:*-*=*-*=*-*
lin74	1545	C-C-N-c:c-N-C=
lin74	1546	*-*-*:*-*:*-*-
lin74	1547	*=*-*=*:*:*:*=*
lin74	1548	C-N-c:c-c:c-O-
lin74	1549	*#*-*-*-*=*
lin74	1550	*-*:*-*-*:*:*=*
lin74	1551	*-*:*:*-*=*:*:*
lin74	1552	*-*:*:*-*=*:*
lin74	1553	C-N-C-c:c-n:c-
lin74	1554	Cl-C-C=O
lin74	1555	*=*:*-*-*=*-*-*
lin74	1556	n-c:c:n
lin74	1557	c-n:c:s
lin74	1558	*=*-*=*:*:*=*-*
lin74	1559	C-C-C-O-N=
lin74	1560	C-C-N-C-N=
lin74	1561	*-*-*:*-*-*-*-
lin74	1562	*-*:*-*-*-*-*-
lin74	1563	*-*-*:*-*-*-*=
lin74	1564	N=c:c
